"SaleID","County","Township","TaxDistrict","ParcelNumber","PropertyClass","PostedAV","CurrentAV","SalePrice","PostedSaleRatio","SaleRatio","PostedExplanation","Explanation","Reclassified"
"C03-2022-0029786","Bartholomew","German",9,"03-05-35-330-001.058-009",500,400,227900,247000,0.00161943319838057,0.922672064777328,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0029308","Bartholomew","German",9,"03-05-35-330-001.059-009",500,400,217800,64000,0.00625,3.403125,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0029849","Bartholomew","German",9,"03-05-35-330-001.059-009",500,400,217800,240000,0.00166666666666667,0.9075,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028255","Bartholomew","German",9,"03-05-35-330-001.061-009",510,222200,272100,289900,0.766471196964471,0.938599517074853,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0029360","Bartholomew","German",9,"03-05-35-340-001.503-009",510,248400,317600,359900,0.690191719922201,0.882467352042234,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0029975","Bartholomew","German",9,"03-06-08-000-001.400-009",510,138500,180200,240000,0.577083333333333,0.750833333333333,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028682","Bartholomew","German",9,"03-06-08-000-001.800-009",510,193500,195300,181000,1.06906077348066,1.07900552486188,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028499","Bartholomew","Flatrock",6,"03-06-09-340-001.200-006",510,198500,270500,291000,0.68213058419244,0.929553264604811,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0030398","Bartholomew","Flatrock",6,"03-06-09-430-005.900-006",510,163400,174100,219000,0.746118721461187,0.794977168949772,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028857","Bartholomew","Flatrock",6,"03-06-11-000-001.600-006",511,113800,145000,160000,0.71125,0.90625,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0029603","Bartholomew","Flatrock",6,"03-06-20-440-000.400-006",510,185600,236100,85000,2.18352941176471,2.77764705882353,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0029678","Bartholomew","Flatrock",6,"03-06-20-440-000.400-006",510,185600,236100,1e+05,1.856,2.361,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0030121","Bartholomew","Flatrock",6,"03-06-20-440-000.400-006",510,185600,236100,240000,0.773333333333333,0.98375,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0030349","Bartholomew","Flatrock",6,"03-06-20-440-001.500-006",510,170400,190700,223000,0.764125560538117,0.855156950672646,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028617","Bartholomew","Flatrock",6,"03-06-20-440-001.501-006",510,183500,206700,220000,0.834090909090909,0.939545454545455,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0030327","Bartholomew","Flatrock",6,"03-06-20-440-001.700-006",510,153500,175700,215000,0.713953488372093,0.817209302325581,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0029337","Bartholomew","Flatrock",6,"03-06-21-330-001.700-006",500,26600,26600,32000,0.83125,0.83125,"Used In Study","ON RATIO STUDY",FALSE
