"","County","Type","Grouping","LowerBound","Median","UpperBound","COD","COV","PRD","PRB","Sales"
"df_sp150","Kosciusko","Residential Vacant","Tippecanoe",0.91,1,1.04,15.21,25.37,1,0,18
"2.5%277","Kosciusko","Residential Vacant","Wayne",0.99,1,1.03,12.01,20.26,1,0,39
"df_sp151","Kosciusko","Residential Vacant","Clay",1,1,1.05,11.36,17.06,1.05,0,14
"2.5%278","Kosciusko","Residential Improved","Countywide",1,1,1,9.47,13.39,1.01,0,1077
"df_sp152","Kosciusko","Residential Improved","Clay",0.95,1,1.03,7.82,11.68,1.03,0,19
"df_sp153","Kosciusko","Residential Improved","Monroe",0.9,1,1.05,10.75,14.99,1.03,0,14
"2.5%279","Kosciusko","Residential Improved","Harrison",0.93,1,1.02,11.41,15.28,1.03,0,37
"df_sp154","Kosciusko","Residential Improved","Franklin",0.83,1,1.07,10.47,13.62,1.02,0,14
"2.5%280","Kosciusko","Residential Improved","Lake",0.91,1,1,8.89,13.69,1,0,25
"2.5%281","Kosciusko","Residential Improved","Plain",0.98,1,1.01,8.89,12.17,1.02,0,104
"2.5%282","Kosciusko","Residential Improved","Prairie",0.85,1,1.02,10.3,13.39,0.98,0,22
"2.5%283","Kosciusko","Residential Improved","Tippecanoe",0.95,1,1.01,11.24,15.89,1.01,0,144
"2.5%284","Kosciusko","Residential Improved","Turkey Creek",0.97,1,1.01,10.51,14.34,1.01,0,166
"2.5%285","Kosciusko","Residential Improved","Van Buren",0.94975,1,1.01,10.52,15.26,1,0,57
"2.5%286","Kosciusko","Residential Improved","Washington",0.89,1,1.01,9.88,13.85,1.01,0,28
"2.5%287","Kosciusko","Residential Improved","Wayne",0.98,1,1,7.88,11.48,1,0,393
"df_sp155","Kosciusko","Residential Improved","Etna",0.84,1.03,1.13,8.02,11.24,1,0,5
"2.5%288","Kosciusko","Residential Improved","Seward",0.91,1,1.04,12,16.72,1.02,0,35
"df_sp156","Kosciusko","Residential Improved","Scott",0.87,1,1.06,10.04,14.12,1.02,0,14
"1128","Lagrange","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp157","Lagrange","Industrial Improved","Countywide",0.48,0.54,0.68,50.27,66.13,1.48,0,9
"1129","Lagrange","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%289","Lagrange","Commercial Improved","Countywide",0.54,0.71,0.86,34.59,42.83,1.24,0,29
"2.5%290","Lagrange","Residential Vacant","Countywide",0.21,0.48,0.67,70.08,77.94,1.19,0,32
"df_sp158","Lagrange","Residential Vacant","Johnson",0.22,0.59,0.95,48.14,60.83,1.11,0,7
"2.5%291","Lagrange","Residential Vacant","Bloomfield",0.13,0.44,0.66,77.62,84.48,1.15,0,25
"2.5%292","Lagrange","Residential Improved","Countywide",0.93,0.94,0.96,17.1,27.05,1.04,0,585
"2.5%293","Lagrange","Residential Improved","Bloomfield",0.92,0.95,1,16.53,26.81,1.05,0,113
"2.5%294","Lagrange","Residential Improved","Clay",0.89,0.95,1.01,16.44,25.81,0.97,0,40
"2.5%295","Lagrange","Residential Improved","Clearspring",0.83,0.93,0.96,14.98,25.13,1.01,0,34
"df_sp159","Lagrange","Residential Improved","Eden",0.9,0.93,1.07,21.8,31.55,1.17,0,18
"2.5%296","Lagrange","Residential Improved","Greenfield",0.81,0.91,0.97,18.5,27.06,1.03,0,33
"2.5%297","Lagrange","Residential Improved","Johnson",0.91,0.93,0.96,13.97,20.32,1.01,0,118
"2.5%298","Lagrange","Residential Improved","Lima",0.86,0.96,1.04,21.46,37.23,1.06,0,25
"2.5%299","Lagrange","Residential Improved","Milford",0.93,0.95,1,19.3,30.45,1.07,0,91
"2.5%300","Lagrange","Residential Improved","Newbury",0.85,0.96,0.99,17.7,25.22,1.01,0,61
"df_sp160","Lagrange","Residential Improved","Springfield",0.85,0.96,1,18.44,27.78,1.06,0,16
"2.5%301","Lagrange","Residential Improved","Van Buren",0.88,0.96,1.04,17.15,25.34,1.03,0,36
"1130","Laporte","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1131","Laporte","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1132","Laporte","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%302","Laporte","Commercial Improved","Countywide",0.65,0.83,1,24.76,30.1,1.25,0,25
"2.5%303","Laporte","Residential Vacant","Countywide",0.92,0.95,0.98,7.97,13.71,1,0,54
"df_sp161","Laporte","Residential Vacant","Center",0.91,0.93,0.96,4.16,6,0.98,0,6
"df_sp162","Laporte","Residential Vacant","Coolspring",0.9,0.92,0.99,4.44,5.43,1.02,0,6
"1133","Laporte","Residential Vacant","Kankakee",NA,NA,NA,NA,NA,NA,NA,4
"1134","Laporte","Residential Vacant","Michigan",NA,NA,NA,NA,NA,NA,NA,4
"1135","Laporte","Residential Vacant","New Durham",NA,NA,NA,NA,NA,NA,NA,3
"df_sp163","Laporte","Residential Vacant","Galena",0.97,1,1.01,2.66,4.41,0.99,0,6
"df_sp164","Laporte","Residential Vacant","Lincoln",0.94,0.95,0.99,4.02,4.82,1,0,19
"2.5%304","Laporte","Residential Improved","Countywide",0.84,0.85,0.87,13.42,17.21,1.02,0,973
"df_sp165","Laporte","Residential Improved","Clinton",0.73,0.9,0.91,9.71,13.32,1.02,0,13
"df_sp166","Laporte","Residential Improved","Cass",0.81,0.89,0.9,8.8,12.64,0.99,0,13
"2.5%305","Laporte","Residential Improved","Center",0.85,0.86,0.9,12.37,15.18,1.02,0,272
"2.5%306","Laporte","Residential Improved","Coolspring",0.8,0.82,0.88025,13.59,16.57,1,0,100
"df_sp167","Laporte","Residential Improved","Galena",0.73,0.79,0.91,13.73,17.98,1.08,0,10
"1136","Laporte","Residential Improved","Hanna",NA,NA,NA,NA,NA,NA,NA,3
"df_sp168","Laporte","Residential Improved","Hudson",0.61,0.79,0.85,19.31,26.15,1.03,0,12
"2.5%307","Laporte","Residential Improved","Kankakee",0.75,0.85,0.9,10.57,12.13,1,0,30
"df_sp169","Laporte","Residential Improved","Lincoln",0.71,0.86,0.94,14.7,18.04,1.05,0,14
"2.5%308","Laporte","Residential Improved","Michigan",0.82,0.85,0.87,15.42,19.7,1.03,0,296
"2.5%309","Laporte","Residential Improved","New Durham",0.83,0.87,0.91,10.95,13.77,1,0,57
"df_sp170","Laporte","Residential Improved","Noble",0.48,0.72,0.95,26.96,34.74,1.05,0,7
"2.5%310","Laporte","Residential Improved","Pleasant",0.77,0.83,0.92,15.77,20.68,0.97,0,27
"2.5%311","Laporte","Residential Improved","Scipio",0.83,0.9,0.91,7.62,10.09,1,0,48
"2.5%312","Laporte","Residential Improved","Springfield",0.78,0.9,0.95,14.23,19.3,0.98,0,21
"2.5%313","Laporte","Residential Improved","Union",0.78,0.87,0.92,14.21,20.29,1,0,30
"df_sp171","Laporte","Residential Improved","Washington",0.7,0.83,0.91,11.64,16.38,1.02,0,6
"df_sp172","Laporte","Residential Improved","Wills",0.8,0.88,0.9,6.22,7.41,1.01,0,14
"1137","Marshall","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp173","Marshall","Industrial Improved","Countywide",0.5,0.73,0.82,22.5,28.37,0.96,0,10
"1138","Marshall","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%314","Marshall","Commercial Improved","Countywide",0.53,0.71,0.89,34.93,43.79,1.3,0,23
"1139","Marshall","Commercial Improved","Union",NA,NA,NA,NA,NA,NA,NA,2
"df_sp174","Marshall","Commercial Improved","Center",0.32,0.53,0.97,47.37,49.04,1.18,0,7
"df_sp175","Marshall","Commercial Improved","Bourbon",0.47,0.75,0.89,28.45,39.8,1.33,0,14
"2.5%315","Marshall","Residential Vacant","Countywide",0.50975,0.82,0.950749999999999,46.68,60.21,1.12,0,28
"df_sp176","Marshall","Residential Vacant","Center",0.92,1.05,1.16,28.87,51.37,0.95,0,6
"2.5%316","Marshall","Residential Vacant","Bourbon",0.43,0.69,0.9,53.85,62.26,1.04,0,21
"2.5%317","Marshall","Residential Improved","Countywide",0.92,0.93,0.94,11.65,16.26,1.03,0,572
"2.5%318","Marshall","Residential Improved","Bourbon",0.87,0.92,0.97,11.85,16.77,1.05,0,28
"2.5%319","Marshall","Residential Improved","German",0.93,0.94,0.96,9.77,13.64,1.02,0,99
"2.5%320","Marshall","Residential Improved","North",0.87,0.93,0.98,11.35,14.31,1.01,0,34
"2.5%321","Marshall","Residential Improved","Polk",0.92,0.95,1.01,10.6,16.19,1.01,0,24
"df_sp177","Marshall","Residential Improved","Tippecanoe",0.79,0.93,1.02,12.72,15.57,1.02,0,9
"2.5%322","Marshall","Residential Improved","Union",0.87,0.91,0.93,12,16.79,1.05,0,59
"2.5%323","Marshall","Residential Improved","Walnut",0.9,0.94,0.96,9.72,14.55,1,0,42
"2.5%324","Marshall","Residential Improved","West",0.91,0.93,0.97,12.2,15.29,1.03,0,85
"2.5%325","Marshall","Residential Improved","Center",0.9,0.91,0.93,12.46,18.11,1.01,0,192
"1140","Miami","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1141","Miami","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1142","Miami","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1143","Miami","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp178","Miami","Residential Vacant","Countywide",0.23,0.44,0.77,72.43,83.01,1.79,0,19
"2.5%326","Miami","Residential Improved","Countywide",0.9,0.92,0.96,28.62,41.52,1.11,0,234
"2.5%327","Miami","Residential Improved","Peru",0.94,0.98,1.02,27.83,37.54,1.13,0,97
"2.5%328","Miami","Residential Improved","Washington",0.78,0.89,1.04025,28.7,39.45,1.16,0,29
"2.5%329","Miami","Residential Improved","Pipe Creek",0.78,0.85,0.89,27.97,42.02,0.98,0,54
"2.5%330","Miami","Residential Improved","Union",0.74,0.85,1.01,27.22,36.56,1.08,0,22
"2.5%331","Miami","Residential Improved","Butler",0.87975,0.94,1.01,23.13,36.88,1.06,0,24
"1144","Monroe","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp179","Monroe","Industrial Improved","Countywide",0.68,0.93,0.97,13.37,20.08,0.97,0,6
"1145","Monroe","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%332","Monroe","Commercial Improved","Countywide",0.87,0.9,0.96,20.96,27.76,1.1,0,104
"2.5%333","Monroe","Residential Vacant","Countywide",0.88,0.97,1.01,16.76,23.5,1.02,0,55
"2.5%334","Monroe","Residential Improved","Countywide",0.96,0.97,0.97,10.06,15.28,1.01,0,1509
"2.5%335","Monroe","Residential Improved","Bean Blossom",0.96,0.98,0.99,9.66,19.91,1,0,24
"2.5%336","Monroe","Residential Improved","Benton",0.85,0.98,1.01,10.77,14.12,1.02,0,31
"2.5%337","Monroe","Residential Improved","Bloomington",0.93,0.95,0.98,13.72,18.76,1.01,0,192
"2.5%338","Monroe","Residential Improved","Clear Creek",0.91,0.93,0.97,13.45,17.86,1.04,0,137
"df_sp180","Monroe","Residential Improved","Indian Creek",0.96,0.99,1.01,9.73,14.96,1.02,0,17
"2.5%339","Monroe","Residential Improved","Perry",0.96,0.97,0.97,9.1,13.92,1.01,0,652
"2.5%340","Monroe","Residential Improved","Richland",0.96,0.97,0.98,8.41,12.98,1,0,288
"df_sp181","Monroe","Residential Improved","Salt Creek",0.87,0.94,0.99,11.22,15.14,1,0,15
"2.5%341","Monroe","Residential Improved","Van Buren",0.96,0.97,0.98,9.12,16.58,1.02,0,129
"2.5%342","Monroe","Residential Improved","Washington",0.97,0.99,1.04,10.71,18.01,1.03,0,20
"1146","Montgomery","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1147","Montgomery","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1148","Montgomery","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp182","Montgomery","Commercial Improved","Countywide",0.81,0.93,1.06,15.9,21.18,1.19,0,16
"df_sp183","Montgomery","Residential Vacant","Countywide",0.1,0.14,0.18,107.27,114.45,1.2,0,17
"2.5%343","Montgomery","Residential Improved","Countywide",0.95,0.97,0.98,13.44,18.93,1.02,0,235
"2.5%344","Montgomery","Residential Improved","Brown",0.9,0.97,1.04,14.7,19.61,1.04,0,31
"df_sp184","Montgomery","Residential Improved","Madison",0.85,0.97,1.05,16.2,23.41,1,0,19
"2.5%345","Montgomery","Residential Improved","Union",0.94975,0.97,0.98,12.94,18.4,1.02,0,185
"1149","Morgan","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp185","Morgan","Industrial Improved","Countywide",0.89,0.95,1.24,21.69,30.97,1.09,0,8
"df_sp186","Morgan","Commercial Vacant","Countywide",0.87,1,1.08,5.28,7.81,0.97,0,5
"2.5%346","Morgan","Commercial Improved","Countywide",0.88,0.92,0.97,16.68,30,1.06,0,37
"2.5%347","Morgan","Residential Vacant","Countywide",0.92,0.95,0.97,12.91,18.84,1.02,0,131
"2.5%348","Morgan","Residential Vacant","Adams",0.89,0.92,0.98,11.83,15.74,1.01,0,38
"2.5%349","Morgan","Residential Vacant","Ray",0.90975,0.93,0.97,15.03,23.96,1.02,0,39
"2.5%350","Morgan","Residential Vacant","Brown",0.91,0.99,1.07,12.31,15.45,1.04,0,26
"2.5%351","Morgan","Residential Vacant","Jackson",0.92,0.97,1,10.48,18.38,0.99,0,27
"2.5%352","Morgan","Residential Improved","Countywide",0.91,0.92,0.93,32.27,74.98,1.17,0,1035
"df_sp187","Morgan","Residential Improved","Adams",0.86,0.98,1.05,32.42,52.81,1.22,0,18
"df_sp188","Morgan","Residential Improved","Baker",0.83,0.91,0.98,12.51,16.12,1.02,0,19
"2.5%353","Morgan","Residential Improved","Brown",0.89975,0.91,0.93,10.6,16.38,1.01,0,168
"2.5%354","Morgan","Residential Improved","Clay",0.87,0.91,0.97,14.45,29.96,1.04,0,38
"2.5%355","Morgan","Residential Improved","Green",0.9,0.92,0.97,47.86,77.05,1.3,0,30
"2.5%356","Morgan","Residential Improved","Gregg",0.9,0.95,0.97,35.34,90.63,1.26,0,26
"df_sp189","Morgan","Residential Improved","Harrison",0.88,0.99,1.03,66.67,144.48,1.36,0,15
"2.5%357","Morgan","Residential Improved","Jackson",0.9,0.93,0.98,12.9,20.65,1,0,36
"2.5%358","Morgan","Residential Improved","Jefferson",0.88,0.93,1.01,33.16,78.45,1.18,0,34
"2.5%359","Morgan","Residential Improved","Madison",0.92,0.93,0.94,80.3,85,1.48,0,256
"2.5%360","Morgan","Residential Improved","Monroe",0.9,0.91,0.92,7.62,12.36,1.01,0,137
"2.5%361","Morgan","Residential Improved","Washington",0.89,0.92,0.94,12.79,21.61,0.99,0,258
"1150","Newton","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1151","Newton","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1152","Newton","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%362","Newton","Commercial Improved","Countywide",0.84,0.95,0.98,15.66,20.73,1.03,0,39
"2.5%363","Newton","Residential Vacant","Countywide",0.68,0.78,0.93,44.43,56.83,1.76,0,60
"2.5%364","Newton","Residential Improved","Countywide",0.94,0.96,0.97,33.84,89.45,1.18,0,632
"2.5%365","Newton","Residential Improved","Beaver",0.92,0.97,1,30.46,50.33,1.15,0,96
"2.5%366","Newton","Residential Improved","Grant",0.86,0.96,1.01,17.31,22.17,1.04,0,47
"2.5%367","Newton","Residential Improved","Iroquois",0.92,0.94,1.03,17.56,24.91,1.05,0,50
"2.5%368","Newton","Residential Improved","Jefferson",0.95,0.97,1.02,43.56,97.28,1.25,0,121
"2.5%369","Newton","Residential Improved","Lake",0.92,0.96,1.01,58.09,115.36,1.33,0,100
"2.5%370","Newton","Residential Improved","Lincoln",0.92,0.94,0.97,26.06,86.35,1.12,0,211
"1153","Noble","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1154","Noble","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1155","Noble","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1156","Noble","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%371","Noble","Residential Vacant","Countywide",0.35,0.54,0.75,43.37,49.78,1.2,0,21
"2.5%372","Noble","Residential Improved","Countywide",0.91,0.93,0.95,11.66,16,1.01,0,396
"2.5%373","Noble","Residential Improved","Albion",0.88,0.98,1.04,11.42,14.36,1.02,0,28
"2.5%374","Noble","Residential Improved","Allen",0.8895,0.93,0.97,11.08,14.51,1.01,0,61
"df_sp190","Noble","Residential Improved","Elkhart",0.74,0.91,0.96,12.82,15.9,0.96,0,10
"1157","Noble","Residential Improved","Green",NA,NA,NA,NA,NA,NA,NA,1
"df_sp191","Noble","Residential Improved","Jefferson",0.78,0.89,1,16.1,23.03,1.02,0,9
"2.5%375","Noble","Residential Improved","Noble",0.87,0.92,0.99,10.33,13.52,1.02,0,31
"2.5%376","Noble","Residential Improved","Orange",0.87,0.91,0.97,14.93,19.54,1.01,0,44
"2.5%377","Noble","Residential Improved","Perry",0.9,0.95,0.98,10.44,16.7,0.99,0,39
"df_sp192","Noble","Residential Improved","Sparta",0.85,0.94,1.02,9.19,10.85,1,0,10
"2.5%378","Noble","Residential Improved","Swan",0.9,0.95,0.99,12.01,17.42,0.99,0,21
"1158","Noble","Residential Improved","Washington",NA,NA,NA,NA,NA,NA,NA,0
"2.5%379","Noble","Residential Improved","Wayne",0.9,0.93,0.95,10.82,15.01,1,0,132
"df_sp193","Noble","Residential Improved","York",0.83,0.94,0.99,9.38,13.56,1.02,0,10
"1159","Ohio","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1160","Ohio","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1161","Ohio","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp194","Ohio","Commercial Improved","Countywide",0.81,0.95,1.11,20.05,25.24,1.18,0,16
"2.5%380","Ohio","Residential Vacant","Countywide",0.8,0.91,0.95,18.37,26.9,1.05,0,20
"2.5%381","Ohio","Residential Improved","Countywide",0.92,0.93,0.96,23.24,54.11,1.08,0,186
"2.5%382","Ohio","Residential Improved","Cass",0.87,0.94,1,24.17,56.34,1.11,0,29
"2.5%383","Ohio","Residential Improved","Randolph",0.92,0.93,0.97,23.12,53.86,1.08,0,157
"1162","Perry","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1163","Perry","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1164","Perry","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp195","Perry","Commercial Improved","Countywide",0.91,1.01,1.09,11.77,17.8,0.99,0,8
"df_sp196","Perry","Residential Vacant","Countywide",0.86,0.92,0.99,17.4,31.28,1.17,0,12
"2.5%384","Perry","Residential Improved","Countywide",0.89,0.91,0.93,13.75,24.91,1.03,0,104
"df_sp197","Perry","Residential Improved","Anderson",0.8,0.9,1.11,16.72,24.06,1.07,0,11
"2.5%385","Perry","Residential Improved","Troy",0.89,0.91,0.94,13.4,25,1.03,0,93
"1165","Pike","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1166","Pike","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1167","Pike","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp198","Pike","Commercial Improved","Countywide",0.89,0.98,1.04,13.89,24.27,1.42,0,16
"df_sp199","Pike","Residential Vacant","Countywide",0.11,0.37,0.57,122.82,107.14,1.5,0,12
"2.5%386","Pike","Residential Improved","Countywide",0.95,0.97,0.98,12.6,20.52,1.09,0,174
"df_sp200","Pike","Residential Improved","Clay",0.95,1.01,1.05,7.16,9.07,1.02,0,17
"2.5%387","Pike","Residential Improved","Jefferson",0.92,0.95,0.97,7.38,9.97,1,0,40
"2.5%388","Pike","Residential Improved","Patoka",0.91,0.97,1,7.99,10.17,1.02,0,26
"2.5%389","Pike","Residential Improved","Washington",0.94,0.98,1,16.7,26.11,1.18,0,91
"1168","Porter","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1169","Porter","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1170","Porter","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%390","Porter","Commercial Improved","Countywide",0.46,0.59,0.64,35.46,44.21,0.95,0,67
"2.5%391","Porter","Commercial Improved","Center",0.38,0.46,0.59,34.1,43.31,1.1,0,33
"df_sp201","Porter","Commercial Improved","Portage",0.6,0.68,0.78,28.56,34.61,0.85,0,17
"df_sp202","Porter","Commercial Improved","Boone",0.56,0.65,0.82,35.69,48.88,1.1,0,17
"2.5%392","Porter","Residential Vacant","Countywide",0.91,1.01,1.05,23.56,36.12,1.23,0,74
"2.5%393","Porter","Residential Vacant","Boone",0.9,1.02,1.06,15.71,22.92,1.05,0,23
"2.5%394","Porter","Residential Vacant","Center",0.88,1.01,1.13,31.81,45.84,1.39,0,28
"2.5%395","Porter","Residential Vacant","Liberty",0.88,1.03,1.11,17.99,26.75,1.01,0,20
"1171","Porter","Residential Vacant","Portage",NA,NA,NA,NA,NA,NA,NA,3
"2.5%396","Porter","Residential Improved","Countywide",0.94,0.94,0.95,11.28,15.49,1.01,0,1344
"2.5%397","Porter","Residential Improved","Boone",0.92,0.95,1.02,10.12,13.5,1.02,0,43
"2.5%398","Porter","Residential Improved","Center",0.93,0.95,0.96,10.86,14.48,1,0,435
"2.5%399","Porter","Residential Improved","Jackson",0.91,1,1.04,12.84,16.29,1.03,0,39
"2.5%400","Porter","Residential Improved","Liberty",0.92,0.94,0.98,12.12,17.04,1.01,0,81
"2.5%401","Porter","Residential Improved","Morgan",0.94,1.02,1.11,9.59,11.89,1.02,0,20
"df_sp203","Porter","Residential Improved","Pine",0.94,0.96,1.03,8.62,12.32,0.98,0,9
"2.5%402","Porter","Residential Improved","Pleasant",0.86,0.93,0.96,10.73,14.33,1,0,39
"2.5%403","Porter","Residential Improved","Portage",0.91,0.93,0.95,11.99,17.68,1.01,0,345
"2.5%404","Porter","Residential Improved","Porter",0.94,0.97,1.02,12.85,18.46,1.02,0,54
"2.5%405","Porter","Residential Improved","Union",0.91,0.94,0.97,10.53,14,1.02,0,89
"2.5%406","Porter","Residential Improved","Washington",0.89,0.94,1.01,9.5,12.37,1,0,22
"2.5%407","Porter","Residential Improved","Westchester",0.93,0.96,0.98,10.13,12.94,1,0,168
"1172","Posey","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1173","Posey","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1174","Posey","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp204","Posey","Commercial Improved","Countywide",0.81,0.95,1.06,13.03,18.56,1.03,0,8
"df_sp205","Posey","Commercial Improved","Black",0.87,0.96,1.06,10.89,15.94,1.06,0,7
"1175","Posey","Commercial Improved","Bethel",NA,NA,NA,NA,NA,NA,NA,1
"2.5%408","Posey","Residential Vacant","Countywide",0.8,0.86,0.91,22.87,38.56,1,0,31
"1176","Posey","Residential Vacant","Bethel",NA,NA,NA,NA,NA,NA,NA,2
"2.5%409","Posey","Residential Vacant","Black",0.8,0.86,0.91,23.18,39.67,1,0,29
"2.5%410","Posey","Residential Improved","Countywide",0.91,0.92,0.93,14.78,21.96,1.03,0,320
"df_sp206","Posey","Residential Improved","Bethel",0.84,0.91,1.01,9.74,11.98,1.02,0,16
"2.5%411","Posey","Residential Improved","Black",0.89,0.92,0.94,16.73,25.2,1.04,0,138
"df_sp207","Posey","Residential Improved","Center",0.86,0.91,1.01,12.89,17.15,1.02,0,17
"2.5%412","Posey","Residential Improved","Harmony",0.85,0.92,0.98,11.4,15.68,1.01,0,21
"df_sp208","Posey","Residential Improved","Lynn",0.72,0.94,1.05,12.22,16.15,1,0,7
"2.5%413","Posey","Residential Improved","Marrs",0.86,0.92,0.96,14.9,21.37,1.01,0,47
"2.5%414","Posey","Residential Improved","Robb",0.88,0.91,1.04,14.59,18.83,1.02,0,29
"2.5%415","Posey","Residential Improved","Robinson",0.87975,0.9,0.93,13.1,19.34,1.01,0,45
"1177","Pulaski","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp209","Pulaski","Industrial Improved","Countywide",0.35,0.56,1.55,56.58,70.68,1.56,0,5
"1178","Pulaski","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp210","Pulaski","Commercial Improved","Countywide",0.81,0.99,1.05,15.04,26.66,0.98,0,14
"2.5%416","Pulaski","Residential Vacant","Countywide",0.47,0.74,0.92,47.21,59.31,1.04,0,39
"2.5%417","Pulaski","Residential Vacant","Franklin",0.42,0.75,0.93,43.07,57.18,0.99,0,22
"1179","Pulaski","Residential Vacant","Rich Grove",NA,NA,NA,NA,NA,NA,NA,4
"df_sp211","Pulaski","Residential Vacant","Harrison",0.31,0.48,0.6,50.31,68.52,1.24,0,6
"df_sp212","Pulaski","Residential Vacant","Van Buren",0.28,0.81,1.61,59.11,66.31,1.3,0,7
"2.5%418","Pulaski","Residential Improved","Countywide",0.93,0.95,0.97,14.69,22.93,1.03,0,264
"2.5%419","Pulaski","Residential Improved","Cass",0.88,0.98,1.05,15.09,24.03,1.03,0,20
"df_sp213","Pulaski","Residential Improved","Jefferson",0.85,0.93,1,9.8,12.61,1.01,0,14
"df_sp214","Pulaski","Residential Improved","Harrison",0.88,0.93,0.97,17.22,29.28,0.95,0,9
"df_sp215","Pulaski","Residential Improved","Indian Creek",0.74,0.91,0.97,16.72,21.71,1.01,0,18
"2.5%420","Pulaski","Residential Improved","Monroe",0.91,0.94,0.98,12.05,16.73,1.02,0,104
"2.5%421","Pulaski","Residential Improved","Salem",0.9,0.97,1,16.33,25.9,1.02,0,41
"df_sp216","Pulaski","Residential Improved","Tippecanoe",0.89,0.95,0.97,18.16,34.83,1.04,0,17
"2.5%422","Pulaski","Residential Improved","Van Buren",0.84,0.98,1.09,15.12,18.55,1.06,0,21
"2.5%423","Pulaski","Residential Improved","White Post",0.92,0.95,1.06,19.91,31.71,1.06,0,20
"1180","Putnam","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1181","Putnam","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1182","Putnam","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp217","Putnam","Commercial Improved","Countywide",0.48,0.71,0.96,44.74,56.82,1.23,0,11
"1183","Putnam","Commercial Improved","Cloverdale",NA,NA,NA,NA,NA,NA,NA,4
"df_sp218","Putnam","Commercial Improved","Greencastle",0.18,0.53,0.96,47.1,54.06,1.23,0,5
"2.5%424","Putnam","Residential Vacant","Countywide",0.57,0.93,1.01,25.82,33.52,1.24,0,48
"2.5%425","Putnam","Residential Vacant","Floyd",0.79,0.96,1.01,20.17,27.1,1.22,0,39
"df_sp219","Putnam","Residential Vacant","Clinton",0.38,0.53,1.18,57.21,59.42,1.6,0,9
"2.5%426","Putnam","Residential Improved","Countywide",0.9,0.91,0.92,15.11,22.72,1.04,0,294
"2.5%427","Putnam","Residential Improved","Clinton",0.9,0.91,0.95,13.27,22.86,1.01,0,21
