"","County","Type","Grouping","LowerBound","Median","UpperBound","COD","COV","PRD","PRB","Sales"
"df_sp146","Jennings","Residential Improved","Columbia",0.81,0.89,0.94,10.59,14.33,1.04,0,9
"df_sp147","Jennings","Residential Improved","Campbell",0.82,0.98,2.17,40.03,48.67,1.13,0,8
"2.5%349","Jennings","Residential Improved","Center",0.87,0.91,0.92025,14.5,22.74,1.04,0,104
"2.5%350","Jennings","Residential Improved","Geneva",0.86,0.91,0.94,13.8,18.5,1.02,0,54
"df_sp148","Jennings","Residential Improved","Lovett",0.8,0.93,0.96,9.35,13.57,1.02,0,7
"df_sp149","Jennings","Residential Improved","Montgomery",0.84,0.91,1.02,32.71,57.69,1.19,0,7
"2.5%351","Jennings","Residential Improved","Spencer",0.85,0.91,0.94,10.13,12.98,1.02,0,31
"df_sp150","Johnson","Industrial Vacant","Countywide",0.21,0.67,1,45.26,68.81,1.4,0,6
"1116","Johnson","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp151","Johnson","Commercial Vacant","Countywide",0.01,0.13,0.7,197.05,129.06,2.79,0,7
"2.5%352","Johnson","Commercial Improved","Countywide",0.85,0.92,0.96,11.27,15.61,1,0,22
"2.5%353","Johnson","Residential Vacant","Countywide",0.01,0.31,0.65,129.31,100.57,0.98,0,139
"df_sp152","Johnson","Residential Vacant","Blue River",0.54,0.77,0.97,29.03,41.63,1.03,0,18
"2.5%354","Johnson","Residential Vacant","Needham",0,0.01,0.03,4030.12,147.85,0.6,0,32
"2.5%355","Johnson","Residential Vacant","White River",0.01,0.26,0.70025,154.05,102.49,1.05,0,89
"2.5%356","Johnson","Residential Improved","Countywide",0.91,0.91,0.91,8.72,34.98,1.02,0,2288
"2.5%357","Johnson","Residential Improved","Blue River",0.87,0.9,0.95,8.73,11.84,1,0,29
"df_sp153","Johnson","Residential Improved","Clark",0.85,0.92,0.97,7.78,11.41,1.02,0,10
"2.5%358","Johnson","Residential Improved","Franklin",0.89,0.9,0.92,5.81,7.51,1,0,227
"2.5%359","Johnson","Residential Improved","Hensley",0.89,0.91,0.92,6.32,8.83,1.01,0,45
"2.5%360","Johnson","Residential Improved","Needham",0.9,0.91,0.93,11.28,43.87,1.04,0,98
"2.5%361","Johnson","Residential Improved","Nineveh",0.89,0.91,0.95,8.02,12.47,1,0,42
"2.5%362","Johnson","Residential Improved","Pleasant",0.9,0.91,0.91,6.48,10.13,1.01,0,991
"df_sp154","Johnson","Residential Improved","Union",0.9,0.91,0.96,5.42,6.91,1,0,16
"2.5%363","Johnson","Residential Improved","White River",0.91,0.91,0.92,12.08,52.55,1.05,0,830
"1117","Knox","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1118","Knox","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1119","Knox","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%364","Knox","Commercial Improved","Countywide",0.82,0.91,0.98,15.62,20.32,1.01,0,23
"df_sp155","Knox","Commercial Improved","Busseron",0.71,0.91,1.01,10.25,14.01,0.99,0,5
"df_sp156","Knox","Commercial Improved","Vincennes",0.82,0.91,1.05,17.04,21.63,1.01,0,18
"2.5%365","Knox","Residential Vacant","Countywide",0.8,0.9,0.97,24.71,39.33,1.08,0,26
"df_sp157","Knox","Residential Vacant","Busseron",0.45,1.03,1.08,25.69,46.78,1.15,0,7
"df_sp158","Knox","Residential Vacant","Vincennes",0.76,0.87,0.95,22.71,37.18,1.04,0,19
"2.5%366","Knox","Residential Improved","Countywide",0.9,0.91,0.93,18.1,27.64,1.05,0,385
"df_sp159","Knox","Residential Improved","Busseron",0.85,0.92,0.99,7.46,9.62,1.03,0,10
"df_sp160","Knox","Residential Improved","Decker",0.85,0.92,0.94,5.38,7.34,0.98,0,8
"2.5%367","Knox","Residential Improved","Harrison",0.85,0.92,0.94,13.39,17.64,1.01,0,21
"df_sp161","Knox","Residential Improved","Palmyra",0.85,0.94,1.04,15.69,20.19,1,0,18
"df_sp162","Knox","Residential Improved","Steen",0.82,0.94,1.03,10.9,14.09,1.02,0,9
"2.5%368","Knox","Residential Improved","Vigo",0.9,0.93,1.02,19.08,27.19,1.06,0,42
"2.5%369","Knox","Residential Improved","Vincennes",0.89,0.91,0.92,19.72,30.18,1.07,0,257
"2.5%370","Knox","Residential Improved","Washington",0.83,0.9,0.94,14.16,20.67,1.05,0,20
"df_sp163","Kosciusko","Industrial Vacant","Countywide",0.89,0.98,1.2,13.95,18.79,1.01,0,6
"df_sp164","Kosciusko","Industrial Improved","Countywide",0.83,1,1.06,17.24,22.69,1.05,0,13
"df_sp165","Kosciusko","Industrial Improved","Plain",0.84,0.99,1.29,18.38,21.09,0.99,0,6
"df_sp166","Kosciusko","Industrial Improved","Clay",0.65,1,1.06,16.46,22.93,1.03,0,7
"df_sp167","Kosciusko","Commercial Vacant","Countywide",0.72,0.98,1.09,21.43,31.78,1.09,0,7
"2.5%371","Kosciusko","Commercial Improved","Countywide",0.94,0.98,1.00025,16.95,21.54,1.03,0,142
"2.5%372","Kosciusko","Commercial Improved","Wayne",0.94,0.98,1.00025,17.48,22.09,1.03,0,98
"df_sp168","Kosciusko","Commercial Improved","Tippecanoe",0.82,1,1.06,13.39,18.98,1.02,0,11
"2.5%373","Kosciusko","Commercial Improved","Turkey Creek",0.88,0.96,1.09,16.65,21.95,1.03,0,20
"df_sp169","Kosciusko","Commercial Improved","Clay",0.88,0.95,1.06,16.54,20.41,1.1,0,13
"2.5%374","Kosciusko","Residential Vacant","Countywide",0.96,1,1,13.47,19.7,1,0,157
"df_sp170","Kosciusko","Residential Vacant","Plain",0.85,1,1.05,12.03,19.55,1,0,10
"df_sp171","Kosciusko","Residential Vacant","Van Buren",0.95,1,1.02,4.36,6.18,0.97,0,10
"2.5%375","Kosciusko","Residential Vacant","Turkey Creek",0.8,0.98,1.04,20.43,26.13,0.97,0,34
"2.5%376","Kosciusko","Residential Vacant","Tippecanoe",0.9,1,1.03,15.56,22.63,0.98,0,29
"2.5%377","Kosciusko","Residential Vacant","Wayne",0.94,1,1.01,10.11,13.92,1.02,0,63
"df_sp172","Kosciusko","Residential Vacant","Clay",0.85,0.99,1.02,16.74,29.95,1.03,0,10
"2.5%378","Kosciusko","Residential Improved","Countywide",1,1,1,10.33,17.73,1.02,0,1343
"2.5%379","Kosciusko","Residential Improved","Clay",0.9,1,1.02,6.48,8.7,1.02,0,24
"df_sp173","Kosciusko","Residential Improved","Monroe",0.97,1,1,7.31,11.64,1.02,0,18
"2.5%380","Kosciusko","Residential Improved","Harrison",0.91,1,1.01,8.33,11.21,1.01,0,43
"df_sp174","Kosciusko","Residential Improved","Franklin",0.92,1,1.03,5.88,8.7,1,0,10
"2.5%381","Kosciusko","Residential Improved","Lake",0.9,1,1.02,13.38,19.7,1.01,0,30
"2.5%382","Kosciusko","Residential Improved","Plain",0.97,1,1,9.3,13.05,0.99,0,137
"df_sp175","Kosciusko","Residential Improved","Prairie",0.86,1,1.01,10.09,14.6,1.01,0,14
"2.5%383","Kosciusko","Residential Improved","Tippecanoe",0.93,1,1.01,12.91,16.62,1.04,0,160
"2.5%384","Kosciusko","Residential Improved","Turkey Creek",0.99,1,1,11.22,15.74,1.03,0,206
"2.5%385","Kosciusko","Residential Improved","Van Buren",0.91,1,1.01,10.59,14.31,1,0,56
"2.5%386","Kosciusko","Residential Improved","Washington",0.87,1,1.01,17.33,41.15,1.08,0,35
"2.5%387","Kosciusko","Residential Improved","Wayne",0.98975,1,1,9.3,18.73,1.01,0,540
"df_sp176","Kosciusko","Residential Improved","Etna",0.98,1,1.02,9.12,16.85,1,0,13
"2.5%388","Kosciusko","Residential Improved","Seward",0.94,1,1.01,11.49,16.51,1.03,0,38
"df_sp177","Kosciusko","Residential Improved","Scott",0.87,1,1.04,10.51,13.77,1.03,0,19
"1120","Lagrange","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp178","Lagrange","Industrial Improved","Countywide",0.48,0.52,0.56,13.59,22.19,1.03,0,8
"1121","Lagrange","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%389","Lagrange","Commercial Improved","Countywide",0.73,0.84,0.94,26.03,36.05,1.03,0,20
"2.5%390","Lagrange","Residential Vacant","Countywide",0.76,0.9,1.05,22.15,29.2,1.08,0,22
"df_sp179","Lagrange","Residential Vacant","Johnson",0.82,0.95,1.09,15.88,19.15,0.94,0,10
"df_sp180","Lagrange","Residential Vacant","Bloomfield",0.67,0.89,1.05,26.78,36.84,1.24,0,12
"2.5%391","Lagrange","Residential Improved","Countywide",0.93,0.94,0.96,12.6,15.67,1.02,0,616
"2.5%392","Lagrange","Residential Improved","Bloomfield",0.91,0.94,0.99,12.99,15.96,1.02,0,110
"2.5%393","Lagrange","Residential Improved","Clay",0.92,0.94,1,12.4,15.99,1.02,0,45
"2.5%394","Lagrange","Residential Improved","Clearspring",0.86,0.93,0.96,12.78,16.47,1.02,0,45
"df_sp181","Lagrange","Residential Improved","Eden",0.86,0.95,0.99,12.42,15.42,1.02,0,18
"2.5%395","Lagrange","Residential Improved","Greenfield",0.87,0.95,1.03,12.58,15.82,1.03,0,22
"2.5%396","Lagrange","Residential Improved","Johnson",0.91,0.94,0.98,12.3,15.18,1.02,0,120
"2.5%397","Lagrange","Residential Improved","Lima",0.84,0.95,0.99025,13.68,16.31,1.01,0,38
"2.5%398","Lagrange","Residential Improved","Milford",0.88975,0.93,0.97,12.5,15.58,1.02,0,100
"2.5%399","Lagrange","Residential Improved","Newbury",0.92,0.96,0.98,12.84,16.89,1.01,0,75
"df_sp182","Lagrange","Residential Improved","Springfield",0.81,0.95,1,11.21,13.76,1.02,0,12
"2.5%400","Lagrange","Residential Improved","Van Buren",0.89,0.94,0.99025,11.08,13.14,1.02,0,31
"df_sp183","Lake","Industrial Vacant","Countywide",1,1.01,1.14,26,40.68,1.08,0,9
"2.5%401","Lake","Industrial Improved","Countywide",0.95,0.96,0.98,12.17,39.92,1.1,0,48
"df_sp184","Lake","Industrial Improved","Calumet",0.85,0.98,1,8.1,11.58,1.17,0,10
"df_sp185","Lake","Industrial Improved","Center",0.95,0.97,1.17,43.7,72.79,1.33,0,7
"df_sp186","Lake","Industrial Improved","North",0.95,0.98,0.99,5.32,9.1,0.98,0,19
"df_sp187","Lake","Industrial Improved","Ross",0.89,0.91,0.95,6.47,9.67,1.01,0,9
"1122","Lake","Industrial Improved","Cedar Creek",NA,NA,NA,NA,NA,NA,NA,3
"2.5%402","Lake","Commercial Vacant","Countywide",0.95,0.99,1,11.19,18.12,1,0,34
"df_sp188","Lake","Commercial Vacant","Center",0.87,0.98,1.01,7.49,11.87,1.01,0,7
"df_sp189","Lake","Commercial Vacant","North",0.98,1.01,1.07,8.09,12.98,1.02,0,10
"df_sp190","Lake","Commercial Vacant","Ross",0.91,1.04,1.21,8.06,11.18,0.96,0,5
"df_sp191","Lake","Commercial Vacant","Calumet",0.62,0.97,0.99,14.45,22.36,0.92,0,11
"2.5%403","Lake","Commercial Improved","Countywide",0.97,0.98,0.98,9.82,26.4,1.04,0,564
"2.5%404","Lake","Commercial Improved","Calumet",0.94,0.97,0.99,7.16,10.36,1.02,0,53
"df_sp192","Lake","Commercial Improved","Cedar Creek",0.91,0.97,1.02,9.99,15.79,1.01,0,15
"2.5%405","Lake","Commercial Improved","Center",0.91,0.96,1,8.98,14.3,1.02,0,36
"2.5%406","Lake","Commercial Improved","Hanover",0.94,0.97,0.99,6.06,11.24,0.99,0,20
"2.5%407","Lake","Commercial Improved","Hobart",0.95,0.97,0.99,5.63,11.3,1,0,46
"2.5%408","Lake","Commercial Improved","North",0.98,0.98,0.99,10.68,30.56,1.05,0,316
"2.5%409","Lake","Commercial Improved","Ross",0.84,0.9,0.95,15.11,37.59,1.09,0,42
"2.5%410","Lake","Commercial Improved","St. John",0.97,0.99,1.03,7.88,12.28,1.01,0,30
"df_sp193","Lake","Commercial Improved","Eagle Creek",0.96,0.98,0.99,2.14,3.33,1,0,6
"2.5%411","Lake","Residential Vacant","Countywide",0.94,0.97,0.98,20.52,36.82,0.97,0,298
"2.5%412","Lake","Residential Vacant","Calumet",0.9,0.96,1.02,19.09,31.03,0.97,0,25
"2.5%413","Lake","Residential Vacant","Cedar Creek",0.99,1,1.02,12.32,29.66,0.97,0,26
"2.5%414","Lake","Residential Vacant","Center",0.91,0.93,0.99,16.37,23.79,1,0,49
"df_sp194","Lake","Residential Vacant","Hanover",0.91,0.94,1.07,14.4,22.65,1,0,10
"df_sp195","Lake","Residential Vacant","Hobart",0.76,0.91,0.99,14.67,20.72,1.03,0,7
"2.5%415","Lake","Residential Vacant","North",0.89,0.94,0.98,17.68,32.1,1.02,0,55
"2.5%416","Lake","Residential Vacant","St. John",0.92,0.97,0.99,14.53,25.37,1.11,0,58
"2.5%417","Lake","Residential Vacant","Winfield",0.35,0.9,1.01,37.77,63.92,0.93,0,24
"2.5%418","Lake","Residential Vacant","Eagle Creek",0.9,0.99,1.01,33.96,63.59,0.76,0,44
"2.5%419","Lake","Residential Improved","Countywide",0.99,0.99,0.99,11.57,32.67,1.03,0,14545
"2.5%420","Lake","Residential Improved","Calumet",0.98,0.99,0.99,19.18,47.85,1.1,0,1486
"2.5%421","Lake","Residential Improved","Cedar Creek",0.99,0.99,1,13.09,45.64,1.05,0,485
"2.5%422","Lake","Residential Improved","Center",0.96,0.97,0.97,14.15,44.47,1.04,0,1850
"2.5%423","Lake","Residential Improved","Eagle Creek",0.97,1,1.04,6.62,8.77,1.01,0,22
"2.5%424","Lake","Residential Improved","Hanover",0.98,0.98,0.99,8.51,25.26,1.01,0,1473
"2.5%425","Lake","Residential Improved","Hobart",1,1,1,7.82,16.75,1.01,0,1292
"2.5%426","Lake","Residential Improved","North",0.97,0.98,0.98,12.82,30.65,1.03,0,4283
"2.5%427","Lake","Residential Improved","Ross",0.99,0.99,1,8.37,11.7,1.01,0,779
"2.5%428","Lake","Residential Improved","St. John",0.99,1,1,7.58,24.13,1.01,0,1945
"2.5%429","Lake","Residential Improved","West Creek",0.99,0.99,1,9.31,18.7,1.02,0,323
"2.5%430","Lake","Residential Improved","Winfield",0.99,1,1,8.34,26.15,1.02,0,606
"1123","Laporte","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1124","Laporte","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1125","Laporte","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp196","Laporte","Commercial Improved","Countywide",0.92,0.97,1,6.41,8.84,1,0,19
"2.5%431","Laporte","Residential Vacant","Countywide",0.93,0.98,0.99,6.34,9.25,1.01,0,44
"df_sp197","Laporte","Residential Vacant","Center",0.95,0.99,1.08,10.22,15.93,1.02,0,6
"df_sp198","Laporte","Residential Vacant","Coolspring",0.91,0.92,0.98,3.18,4.52,1.01,0,6
"df_sp199","Laporte","Residential Vacant","Kankakee",0.9,0.97,0.99,3.54,4.73,1,0,5
"df_sp200","Laporte","Residential Vacant","Michigan",0.94,0.98,1,5.82,8.2,1.02,0,9
"df_sp201","Laporte","Residential Vacant","New Durham",0.88,1,1.09,5.67,8.1,1,0,5
"df_sp202","Laporte","Residential Vacant","Galena",0.89,0.96,1.03,6.41,7.93,1.03,0,8
"df_sp203","Laporte","Residential Vacant","Lincoln",0.83,0.93,1,5.72,7.66,0.98,0,5
"2.5%432","Laporte","Residential Improved","Countywide",0.87,0.89,0.9,10.71,13.95,1.01,0,989
"df_sp204","Laporte","Residential Improved","Clinton",0.74,0.83,0.93,14.03,15.54,1.02,0,12
"df_sp205","Laporte","Residential Improved","Cass",0.6,0.78,0.93,15.27,18.39,1.07,0,8
"2.5%433","Laporte","Residential Improved","Center",0.88,0.9,0.9,9.99,13.32,1.01,0,288
"2.5%434","Laporte","Residential Improved","Coolspring",0.85,0.87,0.9,11.62,15.33,1,0,108
"df_sp206","Laporte","Residential Improved","Galena",0.64,0.86,0.93,16.76,21.42,1.08,0,9
"df_sp207","Laporte","Residential Improved","Hanna",0.82,0.92,0.93,6.2,8.8,1.01,0,11
"df_sp208","Laporte","Residential Improved","Hudson",0.72,0.91,0.96,10.31,14.47,1.11,0,8
"2.5%435","Laporte","Residential Improved","Kankakee",0.79,0.86,0.91,10.18,12.26,0.98,0,24
"df_sp209","Laporte","Residential Improved","Lincoln",0.8,0.9,0.98,8.25,12.19,1.01,0,14
"2.5%436","Laporte","Residential Improved","Michigan",0.86,0.88,0.9,11.51,14.54,1.01,0,308
"2.5%437","Laporte","Residential Improved","New Durham",0.84,0.89,0.91,8.69,11.49,1,0,42
"df_sp210","Laporte","Residential Improved","Noble",0.67,0.87,0.98,13.55,19.02,1.01,0,11
"2.5%438","Laporte","Residential Improved","Pleasant",0.82,0.89,0.9,7.45,10.08,1.01,0,25
"2.5%439","Laporte","Residential Improved","Scipio",0.82,0.87,0.9,9.01,11.84,1.01,0,37
"2.5%440","Laporte","Residential Improved","Springfield",0.78,0.9,0.94,12.05,16.01,0.98,0,29
"2.5%441","Laporte","Residential Improved","Union",0.79,0.86,0.91,10.59,12.75,1.02,0,35
"df_sp211","Laporte","Residential Improved","Washington",0.71,0.92,0.95,14,18.26,1.02,0,13
"df_sp212","Laporte","Residential Improved","Wills",0.84,0.9,0.92,3.76,5.2,1,0,7
"1126","Lawrence","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1127","Lawrence","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1128","Lawrence","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%442","Lawrence","Commercial Improved","Countywide",0.89,1.03,1.09,16.88,23.15,1.05,0,46
"2.5%443","Lawrence","Commercial Improved","Shawswick",0.88,0.95,1.07,18.26,23.84,1.02,0,31
"df_sp213","Lawrence","Commercial Improved","Indian Creek",0.88,1.08,1.1,14.58,22.37,1.14,0,15
"2.5%444","Lawrence","Residential Vacant","Countywide",0.55,0.68,0.9105,36.63,37.86,1.15,0,54
"2.5%445","Lawrence","Residential Vacant","Shawswick",0.55,0.81,1,31.84,36.81,1.13,0,31
"2.5%446","Lawrence","Residential Vacant","Indian Creek",0.5,0.64,0.89,36.03,39.56,1.17,0,23
"2.5%447","Lawrence","Residential Improved","Countywide",0.91,0.92,0.93,17.67,25.27,1.04,0,1064
"2.5%448","Lawrence","Residential Improved","Guthrie",0.9,0.94,0.99,10.27,14.26,1.05,0,23
"2.5%449","Lawrence","Residential Improved","Indian Creek",0.85,0.89,0.92,12.16,17.35,1.02,0,48
"2.5%450","Lawrence","Residential Improved","Marion",0.9,0.92,0.95,20.33,28.72,1.06,0,214
"2.5%451","Lawrence","Residential Improved","Marshall",0.92,0.94,0.97,15.41,23.71,1.02,0,105
"2.5%452","Lawrence","Residential Improved","Perry",0.91,0.93,0.96,8.12,11.2,0.99,0,32
"2.5%453","Lawrence","Residential Improved","Shawswick",0.9,0.91,0.93,18.35,25.53,1.05,0,635
"1129","Madison","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1130","Madison","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp214","Madison","Commercial Vacant","Countywide",0.09,0.31,0.57,87.89,86.69,1.46,0,10
"df_sp215","Madison","Commercial Improved","Countywide",0.52,0.68,1.26,41.86,45.53,1.2,0,8
"2.5%454","Madison","Residential Vacant","Countywide",0.02,0.04,0.08,413.22,157.34,0.83,0,49
"2.5%455","Madison","Residential Improved","Countywide",0.92,0.93,0.94,13.21,17.52,1.03,0,809
"df_sp216","Madison","Residential Improved","Adams",0.86,0.94,1.03,12.31,17.56,1.02,0,14
"2.5%456","Madison","Residential Improved","Anderson",0.92,0.93,0.95,12.58,16.77,1.04,0,367
"2.5%457","Madison","Residential Improved","Boone",0.84,0.91,1.01,18.19,23.02,1.05,0,50
"2.5%458","Madison","Residential Improved","Duck Creek",0.84,0.91,0.96,15.47,19.06,1.06,0,84
"2.5%459","Madison","Residential Improved","Fall Creek",0.9,0.92,0.95,12.26,16.32,1.02,0,101
"2.5%460","Madison","Residential Improved","Green",0.87,0.9,0.93,10.74,14.06,1.01,0,70
"2.5%461","Madison","Residential Improved","Lafayette",0.79,0.84,0.94,18.08,24.05,1.05,0,30
"df_sp217","Madison","Residential Improved","Richland",0.89,0.97,1.04,13.63,19.04,1.03,0,18
"2.5%462","Madison","Residential Improved","Stony Creek",0.89,0.93,0.97025,10.68,15.06,1.02,0,30
"2.5%463","Madison","Residential Improved","Union",0.89,0.92,0.99,13.12,16.94,1.05,0,45
"df_sp218","Marion","Industrial Vacant","Countywide",0.94,0.97,1.2,12.33,16.91,0.97,0,6
"2.5%464","Marion","Industrial Improved","Countywide",0.91,0.94,0.99025,10.09,13.94,1.04,0,28
"df_sp219","Marion","Industrial Improved","Center",0.84,0.94,1,11.35,15.81,1.03,0,17
"df_sp220","Marion","Industrial Improved","Decatur",0.77,0.91,0.99,5.97,9.1,1.02,0,5
"df_sp221","Marion","Industrial Improved","Warren",0.93,0.97,1.1,8.7,10.45,0.99,0,6
"df_sp222","Marion","Commercial Vacant","Countywide",0.8,0.99,1.05,15.21,19.67,1.04,0,13
"2.5%465","Marion","Commercial Improved","Countywide",0.93,0.94,0.97,15.2,19.66,1,0,201
"2.5%466","Marion","Commercial Improved","Center",0.96,1.03,1.09,17.61,23.81,0.98,0,53
"df_sp223","Marion","Commercial Improved","Decatur",0.84,0.91,0.96,6.88,8.14,1.02,0,6
"df_sp224","Marion","Commercial Improved","Franklin",0.75,0.91,1.08,10.71,14.25,1.03,0,5
"2.5%467","Marion","Commercial Improved","Lawrence",0.84,0.95,1.01,12.49,15.25,1.03,0,24
"2.5%468","Marion","Commercial Improved","Perry",0.88,0.91,0.95,7.11,8.9,1,0,30
"df_sp225","Marion","Commercial Improved","Pike",0.84,0.91,1.08,16.21,20.08,0.99,0,10
"2.5%469","Marion","Commercial Improved","Warren",0.8,0.91,1.03,20.61,25.39,0.97,0,30
"df_sp226","Marion","Commercial Improved","Washington",0.92,0.94,1,10.1,14.14,1,0,15
"2.5%470","Marion","Commercial Improved","Wayne",0.8,0.96,1.01,13.51,16.67,1.03,0,27
"2.5%471","Marion","Residential Vacant","Countywide",0.82,0.86,0.91,27.91,41.8,1.07,0,159
"2.5%472","Marion","Residential Vacant","Center",0.48,0.7,0.81,45.07,61.33,1.38,0,56
"df_sp227","Marion","Residential Vacant","Decatur",0.27,0.83,0.99,27.44,42.82,0.89,0,5
"df_sp228","Marion","Residential Vacant","Franklin",0.12,0.82,1.14,51.65,71.54,1.19,0,10
"df_sp229","Marion","Residential Vacant","Lawrence",0.74,0.91,1,15.36,19,1.03,0,15
"df_sp230","Marion","Residential Vacant","Perry",0.88,0.96,1.07,14.3,17.46,1.03,0,15
"df_sp231","Marion","Residential Vacant","Pike",0.79,0.94,1.03,12.12,15.05,1.01,0,7
"df_sp232","Marion","Residential Vacant","Warren",0.83,0.89,1,15.47,22.08,1.03,0,12
"2.5%473","Marion","Residential Vacant","Washington",0.9,0.94,0.99,10.09,13.57,1.01,0,29
"df_sp233","Marion","Residential Vacant","Wayne",0.55,0.88,0.94,27.05,47.62,0.89,0,10
"2.5%474","Marion","Residential Improved","Countywide",0.95,0.95,0.95,15,27.27,1.04,0,17860
"2.5%475","Marion","Residential Improved","Center",0.96,0.96,0.97,17.46,30.15,1.05,0,4273
"2.5%476","Marion","Residential Improved","Decatur",0.91,0.92,0.93,10.22,18.18,1,0,646
"2.5%477","Marion","Residential Improved","Franklin",0.92,0.93,0.93,10.34,22.26,1.02,0,1335
"2.5%478","Marion","Residential Improved","Lawrence",0.94,0.95,0.95,11.11,18.66,1.02,0,1992
"2.5%479","Marion","Residential Improved","Perry",0.94,0.94,0.95,10.86,15.82,1.01,0,1959
"2.5%480","Marion","Residential Improved","Pike",0.93,0.93,0.94,14.44,21.91,1.03,0,1270
"2.5%481","Marion","Residential Improved","Warren",0.94,0.94,0.95,13.39,23.25,1.02,0,2078
"2.5%482","Marion","Residential Improved","Washington",0.95,0.96,0.96,10.21,14.97,1.01,0,2432
"2.5%483","Marion","Residential Improved","Wayne",0.96,0.97,0.98,29.87,44.08,1.14,0,1873
"1131","Marshall","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1132","Marshall","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp234","Marshall","Commercial Vacant","Countywide",0.97,0.99,1,6.94,13.83,0.99,0,6
"df_sp235","Marshall","Commercial Improved","Countywide",0.93,0.98,1.02,7.23,9.7,1.02,0,16
"df_sp236","Marshall","Commercial Improved","Union",0.82,0.99,1.02,5.22,8.34,0.98,0,5
"df_sp237","Marshall","Commercial Improved","Center",0.91,0.93,1.02,6.17,10.53,1.03,0,7
"1133","Marshall","Commercial Improved","Bourbon",NA,NA,NA,NA,NA,NA,NA,4
"2.5%484","Marshall","Residential Vacant","Countywide",0.78,0.96,0.98,21.4,35.67,1.34,0,27
"df_sp238","Marshall","Residential Vacant","Center",0.76,0.97,1.03,13.1,21.26,0.99,0,7
"2.5%485","Marshall","Residential Vacant","Bourbon",0.73,0.95,0.98,24.54,40.27,1.38,0,20
"2.5%486","Marshall","Residential Improved","Countywide",0.93,0.94,0.94,11.28,17.07,1.03,0,588
"2.5%487","Marshall","Residential Improved","Bourbon",0.9,0.95,1.01,12.53,15.93,1.03,0,35
"2.5%488","Marshall","Residential Improved","German",0.9,0.93,0.96,13.26,20.59,1.02,0,99
"2.5%489","Marshall","Residential Improved","North",0.87,0.92,0.97,14.07,20.42,1.03,0,28
"2.5%490","Marshall","Residential Improved","Polk",0.88,0.93,1,12.62,18.27,1.02,0,22
"df_sp239","Marshall","Residential Improved","Tippecanoe",0.91,0.95,1.03,8.47,11.29,1.03,0,12
"2.5%491","Marshall","Residential Improved","Union",0.87,0.93,0.96,12.15,17.5,1.04,0,45
"2.5%492","Marshall","Residential Improved","Walnut",0.9,0.92,0.95,8.83,12.4,1.02,0,45
"2.5%493","Marshall","Residential Improved","West",0.91,0.95,0.96,11.63,16.32,1.03,0,63
"2.5%494","Marshall","Residential Improved","Center",0.93,0.94,0.95,10.08,16.16,1.02,0,239
"1134","Martin","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1135","Martin","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1136","Martin","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp240","Martin","Commercial Improved","Countywide",0.91,0.96,0.99,8.06,10.5,0.98,0,17
"df_sp241","Martin","Residential Vacant","Countywide",0.62,0.95,1.16,15.29,22.23,1.03,0,5
"2.5%495","Martin","Residential Improved","Countywide",0.92,0.95,0.98,16.89,25.07,1.04,0,183
"2.5%496","Martin","Residential Improved","Helbert",0.9,0.97,1.04,20.08,28.4,1.06,0,39
"2.5%497","Martin","Residential Improved","Perry",0.92,0.95,0.98,15.28,23.85,1.04,0,118
"1137","Miami","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1138","Miami","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1139","Miami","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp242","Miami","Commercial Improved","Countywide",0.87,1,1.08,12.24,17.54,1.04,0,10
"df_sp243","Miami","Residential Vacant","Countywide",0.18,0.49,0.96,90.79,88.62,1.19,0,9
"2.5%498","Miami","Residential Improved","Countywide",0.9,0.92,0.97,18.15,26.25,1.06,0,203
